BLUE REGION,BLUE SEED,BLUE TEAM,BLUE SCORE,RED SCORE,RED TEAM,RED SEED,RED REGION
LA,LA,Isurus Gaming,0,1,GIGABYTE Marines,VT,VT
LA,LA,Lyon Gaming,0,1,GIGABYTE Marines,VT,VT
LA,LA,Isurus Gaming,1,0,Virtus.pro,CI,CI
JP,JP,Rampage,1,0,Dire Wolves,OC,OC
BR,BR,Red Canids,1,0,SuperMassive,TK,TK
OC,OC,Dire Wolves,1,0,Red Canids,BR,BR
JP,JP,Rampage,0,1,SuperMassive,TK,TK
OC,OC,Dire Wolves,0,1,SuperMassive,TK,TK
JP,JP,Rampage,0,1,Red Canids,BR,BR
VT,VT,GIGABYTE Marines,1,0,Virtus.pro,CI,CI
LA,LA,Lyon Gaming,1,0,Isurus Gaming,LA,LA
VT,VT,GIGABYTE Marines,1,0,Lyon Gaming,LA,LA
CI,CI,Virtus.pro,1,0,Isurus Gaming,LA,LA
VT,VT,GIGABYTE Marines,1,0,Isurus Gaming,LA,LA
CI,CI,Virtus.pro,0,1,Lyon Gaming,LA,LA
TK,TK,SuperMassive,1,0,Red Canids,BR,BR
OC,OC,Dire Wolves,1,0,Rampage,JP,JP
TK,TK,SuperMassive,1,0,Dire Wolves,OC,OC
BR,BR,Red Canids,1,0,Rampage,JP,JP
TK,TK,SuperMassive,1,0,Rampage,JP,JP
BR,BR,Red Canids,1,0,Dire Wolves,OC,OC
KR,KR3,Samsung Galaxy,2,3,SK Telecom T1,KR2,KR
KR,KR3,Samsung Galaxy,3,0,H2k-Gaming,EU2,EU
KR,KR1,ROX Tigers,2,3,SK Telecom T1,KR2,KR
EU,EU2,H2k-Gaming,3,0,Albus NoX Luna,CI1,CI
KR,KR1,ROX Tigers,3,1,Edward Gaming,CH1,CH
KR,KR2,SK Telecom T1,3,1,Royal Never Give Up,CH2,CH
KR,KR3,Samsung Galaxy,3,0,Cloud 9,NA3,NA
SA,SA1,Flash Wolves,0,1,SK Telecom T1,KR2,KR
CH,CH3,I MAY,0,1,Cloud 9,NA3,NA
KR,KR2,SK Telecom T1,1,0,I MAY,CH3,CH
NA,NA3,Cloud 9,0,1,Flash Wolves,SA1,SA
NA,NA3,Cloud 9,0,1,SK Telecom T1,KR2,KR
CH,CH3,I MAY,1,0,Flash Wolves,SA1,SA
CH,CH2,Royal Never Give Up,1,0,Team SoloMid,NA1,NA
EU,EU3,Splyce,0,1,Samsung Galaxy,KR3,KR
KR,KR3,Samsung Galaxy,1,0,Royal Never Give Up,CH2,CH
NA,NA1,Team SoloMid,1,0,Splyce,EU3,EU
EU,EU3,Splyce,1,0,Royal Never Give Up,CH2,CH
KR,KR3,Samsung Galaxy,1,0,Team SoloMid,NA1,NA
EU,EU2,H2k-Gaming,1,0,Edward Gaming,CH1,CH
SA,SA2,ahq eSports,0,1,Edward Gaming,CH1,CH
BR,BR1,INTZ eSports,0,1,H2k-Gaming,EU2,EU
BR,BR1,INTZ eSports,0,1,ahq eSports,SA2,SA
EU,EU2,H2k-Gaming,1,0,Edward Gaming,CH1,CH
SA,SA2,ahq eSports,0,1,H2k-Gaming,EU2,EU
CH,CH1,Edward Gaming,1,0,INTZ eSports,BR1,BR
KR,KR1,ROX Tigers,1,0,Albus NoX Luna,CI1,CI
KR,KR1,ROX Tigers,1,0,CLG,NA2,NA
EU,EU1,G2 Esports,1,0,Albus NoX Luna,CI1,CI
CI,CI1,Albus NoX Luna,1,0,ROX Tigers,KR1,KR
NA,NA2,CLG,1,0,G2 Esports,EU1,EU
CI,CI1,Albus NoX Luna,1,0,CLG,NA2,NA
EU,EU1,G2 Esports,0,1,ROX Tigers,KR1,KR
NA,NA3,Cloud 9,1,0,I MAY,CH3,CH
KR,KR2,SK Telecom T1,0,1,Flash Wolves,SA1,SA
NA,NA2,CLG,1,0,ROX Tigers,KR1,KR
CI,CI1,Albus NoX Luna,1,0,G2 Esports,EU1,EU
CH,CH1,Edward Gaming,1,0,H2k-Gaming,EU2,EU
SA,SA2,ahq eSports,1,0,INTZ eSports,BR1,BR
CH,CH2,Royal Never Give Up,0,1,Samsung Galaxy,KR3,KR
EU,EU3,Splyce,0,1,Team SoloMid,NA1,NA
CH,CH3,I MAY,0,1,SK Telecom T1,KR2,KR
SA,SA1,Flash Wolves,0,1,Cloud 9,NA3,NA
KR,KR1,ROX Tigers,1,0,G2 Esports,EU1,EU
NA,NA2,CLG,0,1,Albus NoX Luna,CI1,CI
CH,CH1,Edward Gaming,1,0,ahq eSports,SA2,SA
EU,EU2,H2k-Gaming,1,0,INTZ eSports,BR1,BR
CH,CH2,Royal Never Give Up,1,0,Splyce,EU3,EU
NA,NA1,Team SoloMid,1,0,Samsung Galaxy,KR3,KR
SA,SA1,Flash Wolves,0,1,I MAY,CH3,CH
KR,KR2,SK Telecom T1,1,0,Cloud 9,NA3,NA
NA,NA1,Team SoloMid,0,1,Royal Never Give Up,CH2,CH
KR,KR3,Samsung Galaxy,1,0,Splyce,EU3,EU
BR,BR1,INTZ eSports,1,0,Edward Gaming,CH1,CH
EU,EU2,H2k-Gaming,0,1,ahq eSports,SA2,SA
KR,KR1,ROX Tigers,1,0,Albus NoX Luna,CI1,CI
EU,EU1,G2 Esports,0,1,CLG,NA2,NA
LA,LA2,Kaos Latin Gamers,0,1,INTZ eSports,BR1,BR
CI,CI1,Albus NoX Luna,1,0,Chiefs Esports Club,OC1,OC
LA,LA2,Kaos Latin Gamers,0,1,Dark Passage,TK1,TK
LA,LA1,Lyon Gaming,1,0,INTZ eSports,BR1,BR
JP,JP1,Rampage,1,0,Saigon Jokers,VT1,VT
JP,JP1,Rampage,0,1,Albus NoX Luna,CI1,CI
OC,OC1,Chiefs Esports Club,1,0,Kaos Latin Gamers,LA2,LA
TK,TK1,Dark Passage,0,1,Lyon Gaming,LA1,LA
BR,BR1,INTZ eSports,1,0,Rampage,JP1,JP
VT,VT1,Saigon Jokers,0,1,Chiefs Esports Club,OC1,OC
CI,CI1,Albus NoX Luna,0,1,Dark Passage,TK1,TK
LA,LA2,Kaos Latin Gamers,0,1,Lyon Gaming,LA1,LA
OC,OC1,Chiefs Esports Club,1,0,INTZ eSports,BR1,BR
TK,TK1,Dark Passage,1,0,Rampage,JP1,JP
LA,LA1,Lyon Gaming,1,0,Saigon Jokers,VT1,VT
JP,JP1,Rampage,1,0,Kaos Latin Gamers,LA2,LA
OC,OC1,Chiefs Esports Club,0,1,Lyon Gaming,LA1,LA
CI,CI1,Albus NoX Luna,1,0,Kaos Latin Gamers,LA2,LA
BR,BR1,INTZ eSports,1,0,Dark Passage,TK1,TK
VT,VT1,Saigon Jokers,0,1,Albus NoX Luna,CI1,CI
LA,LA1,Lyon Gaming,1,0,Rampage,JP1,JP
BR,BR1,INTZ eSports,1,0,Albus NoX Luna,CI1,CI
LA,LA2,Kaos Latin Gamers,1,0,Saigon Jokers,VT1,VT
TK,TK1,Dark Passage,1,0,Chiefs Esports Club,OC1,OC
VT,VT1,Saigon Jokers,0,1,INTZ eSports,BR1,BR
LA,LA1,Lyon Gaming,0,1,Albus NoX Luna,CI1,CI
TK,TK1,Dark Passage,1,0,Saigon Jokers,VT1,VT
OC,OC1,Chiefs Esports Club,0,1,Rampage,JP1,JP
BR,BR1,INTZ eSports,3,2,Dark Passage,TK1,TK
LA,LA1,Lyon Gaming,2,3,Albus NoX Luna,CI1,CI
NA,NA,CLG,0,3,SK Telecom T1,KR,KR
NA,NA,CLG,3,1,Flash Wolves,SA,SA
CH,CH,Royal Never Give Up,1,3,SK Telecom T1,KR,KR
CH,CH,Royal Never Give Up,0,1,SK Telecom T1,KR,KR
EU,EU,G2 Esports,0,1,CLG,NA,NA
TK,TK,SuperMassive,0,1,Flash Wolves,SA,SA
KR,KR,SK Telecom T1,1,0,G2 Esports,EU,EU
SA,SA,Flash Wolves,0,1,CLG,NA,NA
CH,CH,Royal Never Give Up,1,0,SuperMassive,TK,TK
TK,TK,SuperMassive,0,1,SK Telecom T1,KR,KR
NA,NA,CLG,1,0,Royal Never Give Up,CH,CH
SA,SA,Flash Wolves,1,0,G2 Esports,EU,EU
KR,KR,SK Telecom T1,1,0,CLG,NA,NA
CH,CH,Royal Never Give Up,1,0,Flash Wolves,SA,SA
EU,EU,G2 Esports,1,0,SuperMassive,TK,TK
EU,EU,G2 Esports,0,1,Royal Never Give Up,CH,CH
NA,NA,CLG,1,0,SuperMassive,TK,TK
SA,SA,Flash Wolves,1,0,SK Telecom T1,KR,KR
TK,TK,SuperMassive,0,1,G2 Esports,EU,EU
NA,NA,CLG,1,0,SK Telecom T1,KR,KR
SA,SA,Flash Wolves,0,1,Royal Never Give Up,CH,CH
KR,KR,SK Telecom T1,0,1,Flash Wolves,SA,SA
TK,TK,SuperMassive,1,0,CLG,NA,NA
CH,CH,Royal Never Give Up,1,0,G2 Esports,EU,EU
SA,SA,Flash Wolves,1,0,SuperMassive,TK,TK
KR,KR,SK Telecom T1,0,1,Royal Never Give Up,CH,CH
NA,NA,CLG,1,0,G2 Esports,EU,EU
TK,TK,SuperMassive,0,1,Royal Never Give Up,CH,CH
EU,EU,G2 Esports,0,1,SK Telecom T1,KR,KR
NA,NA,CLG,1,0,Flash Wolves,SA,SA
KR,KR,SK Telecom T1,1,0,SuperMassive,TK,TK
EU,EU,G2 Esports,0,1,Flash Wolves,SA,SA
CH,CH,Royal Never Give Up,1,0,CLG,NA,NA
LA,LA,Lyon Gaming,0,1,Isurus Gaming,LA,LA
CI,CI,Hard Random,1,0,INTZ eSports,BR,BR
TK,TK,SuperMassive,1,0,Chiefs Esports Club,OC,OC
JP,JP,DetonatioN FocusMe,0,1,Saigon Jokers,VT,VT
OC,OC,Chiefs Esports Club,0,1,Hard Random,CI,CI
BR,BR,INTZ eSports,1,0,Lyon Gaming,LA,LA
LA,LA,Isurus Gaming,0,1,DetonatioN FocusMe,JP,JP
OC,OC,Chiefs Esports Club,1,0,INTZ eSports,BR,BR
VT,VT,Saigon Jokers,1,0,SuperMassive,TK,TK
CI,CI,Hard Random,1,0,Lyon Gaming,LA,LA
BR,BR,INTZ eSports,1,0,Isurus Gaming,LA,LA
LA,LA,Lyon Gaming,1,0,DetonatioN FocusMe,JP,JP
LA,LA,Isurus Gaming,1,0,Saigon Jokers,VT,VT
JP,JP,DetonatioN FocusMe,0,1,SuperMassive,TK,TK
TK,TK,SuperMassive,1,0,Hard Random,CI,CI
VT,VT,Saigon Jokers,1,0,Chiefs Esports Club,OC,OC
BR,BR,INTZ eSports,1,0,DetonatioN FocusMe,JP,JP
CI,CI,Hard Random,1,0,Isurus Gaming,LA,LA
OC,OC,Chiefs Esports Club,1,0,Lyon Gaming,LA,LA
LA,LA,Isurus Gaming,0,1,SuperMassive,TK,TK
LA,LA,Lyon Gaming,0,1,Saigon Jokers,VT,VT
VT,VT,Saigon Jokers,0,1,Hard Random,CI,CI
JP,JP,DetonatioN FocusMe,1,0,Chiefs Esports Club,OC,OC
TK,TK,SuperMassive,0,1,INTZ eSports,BR,BR
OC,OC,Chiefs Esports Club,1,0,Isurus Gaming,LA,LA
CI,CI,Hard Random,0,1,DetonatioN FocusMe,JP,JP
LA,LA,Lyon Gaming,0,1,SuperMassive,TK,TK
BR,BR,INTZ eSports,1,0,Saigon Jokers,VT,VT
CI,CI,Hard Random,1,0,INTZ eSports,BR,BR
TK,TK,SuperMassive,1,0,Hard Random,CI,CI
CI,CI,Hard Random,3,0,INTZ eSports,BR,BR
TK,TK,SuperMassive,3,0,Saigon Jokers,VT,VT
CI,CI,Hard Random,1,3,SuperMassive,TK,TK
KR,KR1,SKTelecom T1,3,1,KOO Tigers,KR2,KR
EU,EU1,Fnatic,0,3,KOO Tigers,KR2,KR
KR,KR1,SKTelecom T1,3,0,Origen,EU3,EU
KR,KR3,KT Rolster,1,3,KOO Tigers,KR2,KR
EU,EU1,Fnatic,3,0,Edward Gaming,CH2,CH
KR,KR1,SKTelecom T1,3,0,AHQ E-Sports Club,SA1,SA
SA,SA2,Flash Wolves,1,3,Origen,EU3,EU
NA,NA3,Cloud 9,0,1,AHQ E-Sports Club,SA1,SA
EU,EU1,Fnatic,1,0,AHQ E-Sports Club,SA1,SA
NA,NA3,Cloud 9,0,1,Invictus Gaming,CH3,CH
CH,CH3,Invictus Gaming,0,1,Fnatic,EU1,EU
SA,SA1,AHQ E-Sports Club,1,0,Cloud 9,NA3,NA
EU,EU1,Fnatic,1,0,Cloud 9,NA3,NA
SA,SA1,AHQ E-Sports Club,1,0,Invictus Gaming,CH3,CH
CH,CH1,LGD Gaming,1,0,Team SoloMid,NA2,NA
EU,EU3,Origen,0,1,KT Rolster,KR3,KR
EU,EU3,Origen,0,1,LGD Gaming,CH1,CH
NA,NA2,Team SoloMid,0,1,KT Rolster,KR3,KR
KR,KR3,KT Rolster,1,0,LGD Gaming,CH1,CH
NA,NA2,Team SoloMid,0,1,Origen,EU3,EU
KR,KR1,SKTelecom T1,1,0,Bangkok Titans,VT1,VT
CH,CH2,Edward Gaming,1,0,H2k-Gaming,EU2,EU
EU,EU2,H2k-Gaming,0,1,SKTelecom T1,KR1,KR
VT,VT1,Bangkok Titans,0,1,Edward Gaming,CH2,CH
VT,VT1,Bangkok Titans,0,1,H2k-Gaming,EU2,EU
KR,KR1,SKTelecom T1,1,0,Edward Gaming,CH2,CH
BR,BR1,paiN Gaming,1,0,Counter Logic Gaming,NA1,NA
KR,KR2,KOO Tigers,0,1,Flash Wolves,SA2,SA
SA,SA2,Flash Wolves,1,0,Counter Logic Gaming,NA1,NA
KR,KR2,KOO Tigers,1,0,paiN Gaming,BR1,BR
SA,SA2,Flash Wolves,1,0,paiN Gaming,BR1,BR
NA,NA1,Counter Logic Gaming,0,1,KOO Tigers,KR2,KR
BR,BR1,paiN Gaming,1,0,Flash Wolves,SA2,SA
KR,KR2,KOO Tigers,1,0,Counter Logic Gaming,NA1,NA
NA,NA3,Cloud 9,1,0,Fnatic,EU1,EU
CH,CH3,Invictus Gaming,1,0,AHQ E-Sports Club,SA1,SA
KR,KR3,KT Rolster,0,1,Origen,EU3,EU
NA,NA2,Team SoloMid,1,0,LGD Gaming,CH1,CH
SA,SA1,AHQ E-Sports Club,1,0,Fnatic,EU1,EU
CH,CH3,Invictus Gaming,0,1,Cloud 9,NA3,NA
EU,EU3,Origen,1,0,Team SoloMid,NA2,NA
CH,CH1,LGD Gaming,0,1,KT Rolster,KR3,KR
EU,EU2,H2k-Gaming,1,0,Bangkok Titans,VT1,VT
CH,CH2,Edward Gaming,0,1,SKTelecom T1,KR1,KR
NA,NA1,Counter Logic Gaming,1,0,paiN Gaming,BR1,BR
SA,SA2,Flash Wolves,1,0,KOO Tigers,KR2,KR
EU,EU2,H2k-Gaming,0,1,Edward Gaming,CH2,CH
VT,VT1,Bangkok Titans,0,1,SKTelecom T1,KR1,KR
CH,CH1,LGD Gaming,0,1,Fnatic,EU1,EU
KR,KR3,KT Rolster,1,0,Team SoloMid,NA2,NA
BR,BR1,paiN Gaming,0,1,KOO Tigers,KR2,KR
NA,NA1,Counter Logic Gaming,1,0,Flash Wolves,SA2,SA
CH,CH2,Edward Gaming,1,0,Bangkok Titans,VT1,VT
KR,KR1,SKTelecom T1,1,0,H2k-Gaming,EU2,EU
NA,NA3,Cloud 9,1,0,AHQ E-Sports Club,SA1,SA
EU,EU1,Fnatic,1,0,Invictus Gaming,CH3,CH
OC,OC1,Chiefs Esports,1,0,Bangkok Titans,VT1,VT
TK,TK1,Dark Passage,1,0,⁠DetonatioN FocusMe,JP1,JP
JP,JP1,⁠DetonatioN FocusMe,1,0,Chiefs Esports,OC1,OC
VT,VT1,Bangkok Titans,1,0,Dark Passage,TK1,TK
OC,OC1,Chiefs Esports,1,0,Dark Passage,TK1,TK
JP,JP1,⁠DetonatioN FocusMe,1,0,Bangkok Titans,VT1,VT
JP,JP1,⁠DetonatioN FocusMe,0,1,Dark Passage,TK1,TK
VT,VT1,Bangkok Titans,0,1,Chiefs Esports,OC1,OC
TK,TK1,Dark Passage,0,1,Bangkok Titans,VT1,VT
OC,OC1,Chiefs Esports,1,0,⁠DetonatioN FocusMe,JP1,JP
TK,TK1,Dark Passage,1,0,Chiefs Esports,OC1,OC
VT,VT1,Bangkok Titans,1,0,⁠DetonatioN FocusMe,JP1,JP
OC,OC1,Chiefs Esports,1,3,Bangkok Titans,VT1,VT
CI,CI1,⁠Hard Random,0,1,paiN Gaming,BR1,BR
CI,CI1,⁠Hard Random,1,0,⁠Kaos Latin Gamers,LA1,LA
BR,BR1,paiN Gaming,1,0,⁠Kaos Latin Gamers,LA1,LA
LA,LA1,⁠Kaos Latin Gamers,0,1,paiN Gaming,BR1,BR
LA,LA1,⁠Kaos Latin Gamers,1,0,⁠Hard Random,CI1,CI
BR,BR1,paiN Gaming,1,0,⁠Hard Random,CI1,CI
CI,CI1,⁠Hard Random,0,1,⁠Kaos Latin Gamers,LA1,LA
BR,BR1,paiN Gaming,3,0,⁠Kaos Latin Gamers,LA1,LA
KR,KR,SKTelecom T1,2,3,Edward Gaming,CH,CH
CH,CH,Edward Gaming,3,0,AHQ E-Sports Club,SA,SA
KR,KR,SKTelecom T1,3,2,Fnatic,EU,EU
SA,SA,AHQ E-Sports Club,0,1,SKTelecom T1,KR,KR
EU,EU,Fnatic,1,0,Besiktas E-Sports Club,TK,TK
NA,NA,Team SoloMid,0,1,Edward Gaming,CH,CH
KR,KR,SKTelecom T1,1,0,Fnatic,EU,EU
CH,CH,Edward Gaming,1,0,Besiktas E-Sports Club,TK,TK
NA,NA,Team SoloMid,0,1,AHQ E-Sports Club,SA,SA
CH,CH,Edward Gaming,1,0,Fnatic,EU,EU
KR,KR,SKTelecom T1,1,0,Team SoloMid,NA,NA
SA,SA,AHQ E-Sports Club,1,0,Besiktas E-Sports Club,TK,TK
KR,KR,SKTelecom T1,1,0,Edward Gaming,CH,CH
EU,EU,Fnatic,0,1,AHQ E-Sports Club,SA,SA
TK,TK,Besiktas E-Sports Club,0,1,Team SoloMid,NA,NA
CH,CH,Edward Gaming,1,0,AHQ E-Sports Club,SA,SA
TK,TK,Besiktas E-Sports Club,0,1,SKTelecom T1,KR,KR
EU,EU,Fnatic,1,0,Team SoloMid,NA,NA
LA,LA,Kaos Latin Gamers,0,1,Chiefs Esports Club,OC,OC
CI,CI,Hard Random,1,0,DetonatioN FocusMe,JP,JP
VT,VT,Bangkok Titans,1,0,Besiktas E-Sports Club,TK,TK
OC,OC,Chiefs Esports Club,1,0,INTZ eSports,BR,BR
TK,TK,Besiktas E-Sports Club,1,0,Kaos Latin Gamers,LA,LA
VT,VT,Bangkok Titans,1,0,Hard Random,CI,CI
OC,OC,Chiefs Esports Club,0,1,Besiktas E-Sports Club,TK,TK
BR,BR,INTZ eSports,1,0,DetonatioN FocusMe,JP,JP
LA,LA,Kaos Latin Gamers,1,0,Hard Random,CI,CI
JP,JP,DetonatioN FocusMe,0,1,Bangkok Titans,VT,VT
TK,TK,Besiktas E-Sports Club,0,1,INTZ eSports,BR,BR
CI,CI,Hard Random,1,0,Chiefs Esports Club,OC,OC
BR,BR,INTZ eSports,1,0,Bangkok Titans,VT,VT
TK,TK,Besiktas E-Sports Club,0,1,Hard Random,CI,CI
JP,JP,DetonatioN FocusMe,1,0,Kaos Latin Gamers,LA,LA
CI,CI,Hard Random,1,0,INTZ eSports,BR,BR
LA,LA,Kaos Latin Gamers,0,1,Bangkok Titans,VT,VT
OC,OC,Chiefs Esports Club,1,0,DetonatioN FocusMe,JP,JP
BR,BR,INTZ eSports,1,0,Kaos Latin Gamers,LA,LA
VT,VT,Bangkok Titans,1,0,Chiefs Esports Club,OC,OC
JP,JP,DetonatioN FocusMe,0,1,Besiktas E-Sports Club,TK,TK
VT,VT,Bangkok Titans,0,3,Besiktas E-Sports Club,TK,TK
CI,CI,Hard Random,1,3,INTZ eSports,BR,BR
BR,BR,INTZ eSports,1,3,Besiktas E-Sports Club,TK,TK
